nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,nama_kelurahan,nama_kecamatan,nama_kota
warteg barokah,4.8,4,-6.2473039,106.7797712,"jl. bungur, rt.4/rw.1, kby. lama utara, kota jakarta selatan",ChIJwahg_BrxaS4RNRojSe6S7EQ,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg ana,5,3,-6.2488311,106.7843621,"jalan bungur ii rw003, rt.4/rw.12, kby. lama sel., kec. kby. lama, kota jakarta selatan, dki jakarta12240, rt.5/rw.2, kby. lama sel., kota jakarta selatan",ChIJLdK__YTxaS4RnAEzfcP6EOg,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg kharisma,4.3,13,-6.2467651,106.7882461,"jl. jatayu no.rt.7, rt.8/rw.3, south kebayoran lama, south jakarta city",ChIJwTFnhBHxaS4RUnkcZqdgsTI,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg waluyo,4.2,11,-6.2599342,106.7845167,"jl. kopro banjir, rt.7/rw.11, kby. lama sel., kota jakarta selatan",ChIJ1Z8Ij6fxaS4Rw9PgmuWtJbs,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg raji,4.3,4,-6.2583739,106.7824829,"jl. tanah kusir ii no.9, rt.3/rw11/rw.9, kby. lama sel., kota jakarta selatan",ChIJUT0qYJfxaS4RWNnA0Jb0FOI,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg tono,3.9,32,-6.2607711,106.7853106,"jl. tanah kusir no.09, rt.10/rw.11, kby. lama sel., kota jakarta selatan",ChIJCcdCn6fxaS4RYkFXDuUBQXU,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg munawar,4.5,17,-6.2598405,106.7852074,"jl. dwijaya iv, rt.7/rw.11, kby. lama sel., kota jakarta selatan",ChIJ48rKg6fxaS4RdVX2uuxZPIQ,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg kharisma bahari - kostrad,4.5,19,-6.2533197,106.7852406,"jl. darma putra raya jl. swadaya no.51, rt.9/rw.5, kby. lama sel., kota jakarta selatan",ChIJ78_ZKA_xaS4RjhU79awBWnI,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg citra bahari,3.6,10,-6.253381,106.77607,"jalan bintaro raya tanah kusir, rt.2/rw.10, kebayoran lama selatan, kebayoran lama, rt.11/rw.10, kby. lama sel., kota jakarta selatan",ChIJo7yAjAPxaS4Rj1TMzLIGzlE,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg dewi,4.6,17,-6.259367,106.7829055,"jl. tanah kusir ii no.9 rt009/rw009, rt.11/rw.9, kby. lama sel., kota jakarta selatan",ChIJ24TL8y7xaS4Rwwv4UwE3Hok,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg ainun jaya 1 - tanah kusir,4.3,17,-6.2549179,106.7776599,"jl. ciputat raya jl. tanah kusir no.47, rt.13/rw.1, kby. lama sel., kota jakarta selatan",ChIJFdYstSrxaS4RDR2FalWmrFE,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg slawi ayu,4.6,60,-6.2553325,106.7760395,"jl. johari no.1, rt.10/rw.10, kby. lama sel., kota jakarta selatan",ChIJdUouTgHxaS4RkjXb5A6rWb4,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
wahyoo warteg mekarsari,4.5,79,-6.2522474,106.7833053,"dalam k nomor, jl. praja no.40, rt.7/rw.5, kby. lama sel., kota jakarta selatan",ChIJNS1Wdg_xaS4RQUMIMTYVufw,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg irma,0,0,-6.2532493,106.7778802,"jl. ciputat raya no.2, rt.11/rw.11, kby. lama utara, kota jakarta selatan",ChIJTe_1agTxaS4RTRdADsChwg4,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg portugal,4.2,17,-6.2580774,106.7773531,"jl. ciputat raya, rt.4/rw.10, kby. lama sel., kota jakarta selatan",ChIJ93oZOgfxaS4RPF6_rk3M1P4,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg sarapada i,5,1,-6.2870623,106.7712987,"jalan ciputat raya # 7, rt.6/rw.7, pondok pinang, kebayoran lama, rt.6/rw.7, pd. pinang, kota jakarta selatan",ChIJmUh0xszxaS4RG-50-lg2fX4,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg kharisma bahari,4.5,214,-6.2847653,106.7683648,"jl. h. saikin no.25, rt.15/rw.8, pd. pinang, kota jakarta selatan",ChIJXQGIkDTwaS4RZbf3UL9O0C4,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg adinda,2,1,-6.288477,106.771174,"jalan ciputat raya pasar jumat rt 09 rw 07, pondok pinang, kebayoran lama, rt.9/rw.7, pd. pinang, kota jakarta selatan",ChIJk6UVMc3xaS4RkkyPBnAINNE,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg kharisma bahari,4.4,157,-6.2790653,106.7723391,"jl. ciputat raya no.4, rt.1/rw.7, pd. pinang, kota jakarta selatan",ChIJ0YFq87rxaS4R8vKxvM3wWZo,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg bahari,0,0,-6.2830009,106.77031,"jl. pupan no.5, rt.9/rw.8, pd. pinang, kota jakarta selatan",ChIJBUxuKDXwaS4R8eCUfyKirVk,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg putra bahari,4,1,-6.286648,106.7761066,"rt.11/rw.10, pd. pinang, kota jakarta selatan",ChIJr2IRIszxaS4R9MxYT5oXRLk,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg ibu tuti.,4.7,3,-6.2189925,106.7932781,"jl. patal senayan iii no.1, rt.1/rw.7, grogol utara, kota jakarta selatan",ChIJKf2HWpDxaS4R0Vgz8qucB6o,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg kharisma bahari,4,4,-6.2203588,106.7816176,"jl. panjang no.8, rt.7/rw.10, grogol utara, kota jakarta selatan",ChIJTSdrby3xaS4Ry8UPA0jQ4fk,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg salma,4.7,3,-6.2370511,106.7829808,"jalan mangga tengah, rt.08/rw.3, rt.3/rw.1, cipulir, kota jakarta selatan",ChIJlfWCufHxaS4RRaoFVqaQjGo,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg bahari - base camp ojol lobby selatan jkt,4.7,17,-6.228162,106.79497,"jl. simprug golf 2 no.132, rt.10/rw.8, grogol sel., kota jakarta selatan",ChIJR0oTpNvxaS4R-BZLVedKTdM,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg soimah,2.5,2,-6.2279768,106.7937316,"jl. simprug golf 2, rt.9/rw.8, grogol sel., kota jakarta selatan",ChIJJenUhTLxaS4R-Nqjur3btC0,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg raji,5,1,-6.2403518,106.7832983,"jl. sultan iskandar muda no.4, rt.4/rw.2, kby. lama utara, kota jakarta selatan",ChIJ2REnAdzxaS4RLlNuk6BRH8M,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg permata,0,0,-6.2401441,106.7805735,"pasar kebayoran lama, jl. ciputat raya, rt.3/rw.1, cipulir, kota jakarta selatan",ChIJpbpQaRjxaS4Rt574k3xGfgw,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg ainun jaya 1 - tanah kusir,4.3,17,-6.2549179,106.7776599,"jl. ciputat raya jl. tanah kusir no.47, rt.13/rw.1, kby. lama sel., kota jakarta selatan",ChIJFdYstSrxaS4RDR2FalWmrFE,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg kowantara banten,4,2,-6.2580538,106.7774059,"jl. ciputat raya, rt.4/rw.10, kby. lama sel., kota jakarta selatan",ChIJiQc7OgfxaS4RjV7EuovH5dI,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg abdul,0,0,-6.2573216,106.7754954,"jl. ismail blok ismail 4 no.25, rt.9/rw.10, kby. lama sel., kota jakarta selatan",ChIJy8jBfDfxaS4Rf83dogM-Kno,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg nabilah,4.2,36,-6.2265053,106.7689875,"jl. persatuan no.24a, rt.1/rw.7, grogol sel., kota jakarta selatan",ChIJu9zJS9bwaS4R3BhFKXsYi58,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg barokah pak rohkmani,0,0,-6.2264412,106.7697695,"jl. persatuan no.1, rt.1/rw.4, grogol sel., kota jakarta selatan",ChIJQ0TdC6LxaS4R6Uu_y40Y_ts,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg bahari,5,1,-6.2474397,106.7788875,"jl. ciputat raya no.321, rt.4/rw.1, kby. lama utara, kota jakarta selatan",ChIJVbkZBRvxaS4RUROZvIFxQRw,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
wahyoo warteg dua saudara ii,4.5,10,-6.251043,106.783584,"jl. praja dalam k no.2b, rt.10/rw.12, kby. lama sel., kota jakarta selatan",ChIJtyH4w9vxaS4Ry-xZbL2BD0o,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg ana,5,3,-6.2488311,106.7843621,"jalan bungur ii rw003, rt.4/rw.12, kby. lama sel., kec. kby. lama, kota jakarta selatan, dki jakarta12240, rt.5/rw.2, kby. lama sel., kota jakarta selatan",ChIJLdK__YTxaS4RnAEzfcP6EOg,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg kharisma,4.3,13,-6.2467651,106.7882461,"jl. jatayu no.rt.7, rt.8/rw.3, south kebayoran lama, south jakarta city",ChIJwTFnhBHxaS4RUnkcZqdgsTI,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg fajar,0,0,-6.2529355,106.7827558,"jl. praja dalam e no.3, rt.3/rw.5, kby. lama sel., kota jakarta selatan",ChIJgwIlYQ_xaS4RsJXooYRSKx0,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg kharisma bahari,0,0,-6.2480297,106.7784328,"rt.4/rw.1, kby. lama utara, kota jakarta selatan",ChIJySWrgOPxaS4RWxlBB1OXCyM,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg irma,0,0,-6.2532493,106.7778802,"jl. ciputat raya no.2, rt.11/rw.11, kby. lama utara, kota jakarta selatan",ChIJTe_1agTxaS4RTRdADsChwg4,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg mardo tillah,4.1,7,-6.24794,106.7783921,"jl. ciputat raya, rt.2/rw.10, kby. lama utara, kota jakarta selatan",ChIJNbVKPxvxaS4RG5wcTLAfo54,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg,5,2,-6.2369629,106.7751159,"qq7g+629, rt.2/rw.4, cipulir, south jakarta city",ChIJqVE2hLrxaS4Ra8uSgAFfTts,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
wahyoo warteg hidayah,0,0,-6.2491956,106.7826033,"jl. bungur ii no.57, rt.2/rw.2, kby. lama sel., kota jakarta selatan",ChIJ-X5OABDxaS4RtSLrS7TkDtw,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg 69,5,1,-6.2421265,106.7833824,"jl. sultan iskandar muda no.11, rt.4/rw.4, kby. lama utara, kota jakarta selatan",ChIJWQUNHvbxaS4RV8RF_hLg5SA,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg hikmah,5,4,-6.2268193,106.7785308,"jl. tabah no.7, rt.5/rw.10, grogol sel., kota jakarta selatan",ChIJlbaFGy_xaS4R0Umlw1V_qxg,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg surya kencana,4.4,101,-6.230512,106.7718359,"jl. panjang cidodol no.15, rt.5/rw.13, grogol sel., kota jakarta selatan",ChIJNV_HlCfxaS4R0jAyY7YYX74,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg berkah jaya,0,0,-6.2319632,106.7700561,"jl. masjid cidodol no.7, rt.7/rw.13, grogol sel., kota jakarta selatan",ChIJX3iuh9jwaS4RuqIKIbQ9Qmg,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg slawi ayu,0,0,-6.2343363,106.7788186,"jl. kebon mangga i no.10, rt.1/rw.1, cipulir, kota jakarta selatan",ChIJMyMWhiPxaS4R_wppE6W0Nok,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg sederhana,5,1,-6.2290871,106.7789612,"jl. raya kby. lama no.19, rt.4/rw.10, grogol sel., kota jakarta selatan",ChIJK7bBfkvxaS4RSj8BA7bN760,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg putrabahari,4.4,111,-6.22949,106.7767754,"jl. cidodol raya, rt.3/rw.11, grogol sel., kota jakarta selatan",ChIJy6ta_CXxaS4RfydUlbQcTPk,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg berkah merintis tanpa batas,4.4,11,-6.225583,106.7798811,"jl. limo no.10, rt.1/rw.10, grogol sel., kota jakarta selatan",ChIJcRWrjC7xaS4RmkS4xghmzsU,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg gandasari,4.4,18,-6.2257807,106.7809555,"jl. limo no.22, rt.1/rw.2, grogol utara, kota jakarta selatan",ChIJIakoSC7xaS4R6oSAffpFsA0,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg putrabahari,4.3,10,-6.2255729,106.7746448,"jl. assirot no.10, rt.5/rw.1, grogol sel., kota jakarta selatan",ChIJswjlEynxaS4R0HuT1w1sB2k,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg hello bahari,4.8,11,-6.225493,106.7764421,"jl assirot no.12 rt006/01, rt.6/rw.1, grogol sel., kota jakarta selatan",ChIJDWlSt_fxaS4R0pO5s-a8zrs,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg najwa/awa,5,1,-6.225598,106.7751535,"jl. assirot, rt.12/rw.1, grogol sel., kota jakarta selatan",ChIJ61ngPSnxaS4RPiAn6VizTQ0,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg karomah,4,2,-6.2264327,106.7839039,"jl. rawa simprug i no.8, rt.3/rw.5, grogol sel., kota jakarta selatan",ChIJ-6EkPzDxaS4RwouYHojimvY,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg sari mukti,0,0,-6.2256072,106.7738827,"jl. assirot no.5, rt.10/rw.3, grogol sel., kota jakarta selatan",ChIJE4SFDCnxaS4RbSE-vPZj2P4,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg kowantara jaksel,4.8,21,-6.2299117,106.7789302,"jl. kebayoran lama raya rt 04/10 no 26 kebayoran lama jakarta selatan, rt.3/rw.11, grogol sel., kota jakarta selatan",ChIJpfYsmiXxaS4RDQajfPs9du4,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg 09,0,0,-6.2298175,106.7797899,"jl. raya kby. lama no.18cd, rt.4/rw.10, grogol sel., kota jakarta selatan",ChIJr0jAdiXxaS4R7QICv73mH0o,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg aneka pepea,0,0,-6.225209,106.7745769,"jl. assirot no.5, rt.5/rw.1, grogol sel., kota jakarta selatan",ChIJa4Qi-d_xaS4RRVRPQCo_tbY,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg bahari,0,0,-6.2357124,106.7726734,"jl. cipulir i no.28, rt.7/rw.4, cipulir, kota jakarta selatan",ChIJ06pU6CDxaS4RjOgnbiOnuoE,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg papa mewek,4.7,7,-6.2290866,106.7789608,"jl. raya kby. lama no.19, rt.4/rw.10, grogol sel., kota jakarta selatan",ChIJuyherAnxaS4R2jnK4dzWD_g,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg barokah limo,5,2,-6.2262129,106.785473,"jl. limo no.8, rt.3/rw.9, grogol sel., kota jakarta selatan",ChIJjQjlJvnxaS4RDVurz_jmooY,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg budhe,0,0,-6.2355171,106.7830314,"jl. jiban, rt.8/rw.1, grogol sel., kota jakarta selatan",ChIJO2PQyDzxaS4RLAyuJKAVU1c,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg warung makan tegal,0,0,-6.2354414,106.7735374,"jl. cipulir i no.1, rt.4/rw.8, cipulir, kota jakarta selatan",ChIJwZaXnnzxaS4RzXUkzE8x3Nw,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg wahyu,3.5,2,-6.2342441,106.7783521,"jalan kebon mangga ii rt 004 rw 003 # 4, rt.1/rw.7, cipulir, kota jakarta selatan",ChIJm9NMdiTxaS4RDYbReO4ar5A,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg tuk-mumbul,0,0,-6.2318231,106.7801545,"jl. raya kby. lama, rt.1/rw.11, grogol sel., kota jakarta selatan",ChIJ3xtf-yTxaS4RG8HGimhP9fQ,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg piah yanto,5,1,-6.2346001,106.7755579,"jl. kangkung no.7, rt.13/rw.3, cipulir, kota jakarta selatan",ChIJ_ZFCR-bxaS4R_tkGxoGiWlQ,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg kharisma bahari,4.4,53,-6.2355311,106.7735406,"jl. cipulir i no.1, rt.4/rw.8, cipulir, kota jakarta selatan",ChIJH8DRK6nxaS4R0TXrI4rKxPA,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
ajisaka warteg 2,0,0,-6.2302007,106.7795838,"jl. tepekong, rt.6/rw.11, grogol sel., kota jakarta selatan",ChIJK0D9sU_xaS4RwE5P_MDqmBY,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg barokah,4.8,4,-6.2473039,106.7797712,"jl. bungur, rt.4/rw.1, kby. lama utara, kota jakarta selatan",ChIJwahg_BrxaS4RNRojSe6S7EQ,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg citra bahari,3.6,10,-6.253381,106.77607,"jalan bintaro raya tanah kusir, rt.2/rw.10, kebayoran lama selatan, kebayoran lama, rt.11/rw.10, kby. lama sel., kota jakarta selatan",ChIJo7yAjAPxaS4Rj1TMzLIGzlE,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg jaya bahari,4.4,23,-6.24587,106.7844251,"jl. taman gandaria, rt.9/rw.6, kby. lama utara, kota jakarta selatan",ChIJqwf67hDxaS4Rlz_dZoKL-fs,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg makmu,5,1,-6.2416718,106.7800145,"jl. kh. mas'ud, rt.1/rw.1, cipulir, kota jakarta selatan",ChIJaVIkUxjxaS4RIeJt5SI2qTQ,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg slawi ayu,4.6,60,-6.2553325,106.7760395,"jl. johari no.1, rt.10/rw.10, kby. lama sel., kota jakarta selatan",ChIJdUouTgHxaS4RkjXb5A6rWb4,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg bendi jaya,4.2,181,-6.2529184,106.7735524,"jl. bendi raya no.15, rt.3/rw.10, kby. lama utara, kota jakarta selatan",ChIJt7N-TQLxaS4RNZXLjgEk-Ws,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg darmi,3,2,-6.2449431,106.7815609,"jl. gandaria kampung dukuh no. 35 rt 007%2frw 06 kebayoran lama selatan kebayoran lama jakarta selatan dki jakarta, rt.4/rw.4, kby. lama utara, kota jakarta selatan",ChIJg5RnEBrxaS4R_S05Fz9PDNU,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg kemenangan bahari,4.6,48,-6.2420859,106.7813601,"jl. makmur no.#27, rt.4/rw.3, kby. lama utara, kota jakarta selatan",ChIJc-KlwxnxaS4RC6Uj5Frx3RE,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg bahari kembar,5,2,-6.2394446,106.7708592,"jl. al mubarok 1 no.10, rt.1/rw.1, cipulir, kota jakarta selatan",ChIJQzXRASDxaS4RuL0MAhxie_k,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg kharisma bahari,3.3,3,-6.2437204,106.7725298,"rt08/rw09, jl. peninggaran raya no.50, rt.8/rw.11, kby. lama utara, kota jakarta selatan",ChIJ-ynsJLDxaS4RaFG9NL6U46w,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg lena,3.9,28,-6.2430857,106.7690678,"qq49+qj8, rt.11/rw.11, north kebayoran lama, south jakarta city",ChIJM1-cuOHwaS4RXNBGBXZ7kas,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg al riski jaya,0,0,-6.2442716,106.7763086,"jl. peninggaran timur ii, rt.3/rw.9, kby. lama utara, kota jakarta selatan",ChIJQ8hPqh7xaS4R-_dkOzmWZaM,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg barokah,5,4,-6.2378864,106.7697193,"jl. ciledug raya no.9, rt.2/rw.5, cipulir, kota jakarta selatan",ChIJR9Aokt_waS4RFASO0A1o0m8,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg barokah,3.7,17,-6.2383864,106.7721225,"jl. seskoal no.11, rt.6/rw.11, cipulir, kota jakarta selatan",ChIJ5W4bGCDxaS4RqZ0KAKyp5os,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg bahari 107,4.4,28,-6.2380395,106.7684813,"jl. ciledug raya, rt.14/rw.6, cipulir, kota jakarta selatan",ChIJRZd9t9_waS4Re0g731DM18M,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg bahari,4.8,5,-6.2450339,106.7748024,"istiqomah, jl. peninggaran timur iii no.22, rt.5/rw.9, kby. lama utara, kota jakarta selatan",ChIJPUjeIhzxaS4RQ49jjpEgeJU,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
wahyoo warteg bahari mulya,3,1,-6.2417961,106.7704652,"jl. almubarok iii no.2, rt.6/rw.10, cipulir, kota jakarta selatan",ChIJoaM1KuDwaS4R8nRVeYCAewA,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg bakti ibu bahari,0,0,-6.2382193,106.7729206,"jl. ciledug raya no.40, rt.6/rw.11, cipulir, kota jakarta selatan",ChIJMxKl_fDxaS4R8M41iuRtJiU,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg 24 jam marisah,3.6,11,-6.23766,106.776666,"jl. ciledug raya, rt.6/rw.2, cipulir, kota jakarta selatan",ChIJK-3JFxrxaS4RzmEHGx_eP88,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg cahaya mulya,5,3,-6.238153,106.770678,"jl. ciledug raya no.69, rt.8/rw.6, cipulir, kota jakarta selatan",ChIJjSUsE9DxaS4RXxTaP-xXyEM,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
warteg asli bu taripah,0,0,-6.2664953,106.7745249,"jl. h. muhi, rt.1/rw.4, pd. pinang, kota jakarta selatan",ChIJa7CBQ6zxaS4RrwIFHNEzIAQ,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
wahyoo warteg joko,0,0,-6.2624595,106.7749874,"003, jl. pd. pinang,, rt.1/rw.2, pd. pinang, kota jakarta selatan",ChIJ1XSE0WvxaS4RkbR4TBMYz3Q,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg bahari,3.9,35,-6.2688246,106.7729791,"jl. h. naimun no.39, rt.11/rw.11, pd. pinang, kota jakarta selatan",ChIJia7LCK3xaS4RwjBhS0ggBdc,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg talifah,0,0,-6.2664966,106.7745411,"jl. h. muhi, rt.1/rw.4, pd. pinang, kota jakarta selatan",ChIJ26qMQ6zxaS4RcN443usyteE,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
wahyoo warteg indah jaya,0,0,-6.2704663,106.7751062,"rt.1/rw.12, pd. pinang, kota jakarta selatan",ChIJJboUev7xaS4ROqyM5lpv8rM,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg elis,0,0,-6.2688865,106.7726844,"jl. h. naimun rt. 02/11 no. 39, rt.11/rw.11, pd. pinang, kota jakarta selatan",ChIJx-Jm8dHxaS4ROmPq5bjMofk,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg indah jaya 2,4.4,75,-6.264345,106.7749519,"jl. ciputat raya, rt.6/rw.1, pd. pinang, kota jakarta selatan",ChIJ83kTjavxaS4RpJk1GwTlV28,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg jaya bahari,4.4,7,-6.2665967,106.7710437,"jl. h. muhi no.5, rt.10/rw.4, pd. pinang, kota jakarta selatan",ChIJ62pRyazxaS4RxptYLo_9z0E,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg indah jaya 3,4.9,7,-6.2760902,106.7729926,"no., jl. ciputat raya no.4a, rt.2/rw.11, pd. pinang, kota jakarta selatan",ChIJG90kv63xaS4R6_r_gzIs7sg,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg soto ayam,0,0,-6.2687969,106.7729631,"jl. h. naimun no.33, rt.11/rw.11, pd. pinang, kota jakarta selatan",ChIJ3VTacq3xaS4RUihpG9oLATg,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg tiara jaya,4.7,17,-6.2654648,106.7785939,"jl. pondok pinang perak raya. rt.12/ rw.03, kebayoran lama, rt.12/rw.3, pd. pinang, kota jakarta selatan",ChIJdcVwcZTxaS4Rhl5oJ6RRbLY,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg kharimah,5,1,-6.2650373,106.7750814,"jl. ciputat raya no.54, rt.9/rw.11, pd. pinang, kota jakarta selatan",ChIJNY3WCqzxaS4RSwW6x_06Np8,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
warteg bahari,3.4,5,-6.230444,106.785361,"jl. rawa simprug ix b no.7, rt.6/rw.9, grogol sel., kota jakarta selatan",ChIJPyls_jrxaS4RmyaV7fGd8Cw,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
warteg barokah,5,2,-6.2362479,106.783932,"jl. nasional 12, rt.5/rw.1, kby. lama utara, kota jakarta selatan",ChIJm92c4DzxaS4R3xzQMk6XG4o,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
warteg raji,4.6,5,-6.2463993,106.7845764,"jl. duku raya no.12, rt.9/rw.9, kby. lama utara, kota jakarta selatan",ChIJYSz1fBfxaS4Rc5smXxQqVBo,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
wahyoo warteg mekarsari,4.5,79,-6.2522474,106.7833053,"dalam k nomor, jl. praja no.40, rt.7/rw.5, kby. lama sel., kota jakarta selatan",ChIJNS1Wdg_xaS4RQUMIMTYVufw,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
